Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean,Image_Link,Property_Link
Rumah Baru Mewah Limasan Modern - Tata Ruang Lega Fresh Di Purwomartani Sleman Dekat Pemancingan Kadisoka,"Purwomartani   , Sleman",1.15E+11,3,3,1,132,90,0.115546778,0.020408163,0.010638298,0,0.000109167,7.61E-05,rumah baru mewah limas modern tata ruang lega fresh purwomartani sleman dekat pancing kadisoka,purwomartani sleman,rumah baru mewah limas modern tata ruang lega fresh purwomartani sleman dekat spbu kadisoka,rumah premier,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/18052b2d3168afcdb6a92ad8b4bcea3a.jpg,https://www.rumah123.com/properti/sleman/hos18664694/
Promo Akhir Tahun Rumah Siap Bangun SHM Di Kalasan,"Kalasan, Sleman",13000000000,3,3,2,117,80,0.013030609,0.020408163,0.010638298,0.034482759,9.67E-05,6.75E-05,promo akhir tahun rumah siap bangun shm kalas,kalas sleman,grand hertindo kalas program akhir tahun dp 30 di cicil 6 bulan cash tahap bunga 0 bisa,rumah premier siap huni,https://picture.rumah123.com/r123-images/720x420-crop/customer/2102443/cf0136a58ad8d746abf6cd8b7e44bda7.jpg,https://www.rumah123.com/properti/sleman/hos18644594/
"Rumah Mewah 2 Lantai Minimalis Modern di Perum Sukoharjo Jl. Kaliurang Km 13,Dekat Kampus Uii","Ngaglik, Sleman",1.69E+11,3,3,2,109,140,0.169820044,0.020408163,0.010638298,0.034482759,9.00E-05,0.000118804,rumah mewah 2 lantai minimal modern perum sukoharjo jl kaliurang km 13 dekat kampus uii,ngaglik sleman,jual rumah 2 lantai mewah dekat kampus uii padu desain industrial modern minimal rasa maksimal mewah,rumah premier dekat sekolah dekat fasilitas sehat dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/ee30a14e66e395929c38d6fde83fb69f.jpg,https://www.rumah123.com/properti/sleman/hos18613430/
"Rumah 2 Lantai, Siap Huni, di Kalasan Dekat Rs Hermina Jogja","Kalasan, Sleman",16000000000,4,4,1,146,135,0.016045791,0.030612245,0.015957447,0,0.000120833,0.00011453,rumah 2 lantai siap huni kalas dekat rs hermina jogja,kalas sleman,dapat sempat milik rumah murah 2 lantai kalas desain modern tata ruang,rumah premier siap huni dekat akses transportasi dekat pusat belanja,https://picture.rumah123.com/r123-images/720x420-crop/customer/2019650/b42969922693146f3349fecae715de79.jpg,https://www.rumah123.com/properti/sleman/hos18612214/
10 Menit Saja!! Ke Kampus Uii..free Semua Biaya Lho..,"Ngaglik, Sleman",690000000,2,1,1,91,50,0.000658315,0.010204082,0,0,7.50E-05,4.19E-05,10 menit ke kampus uii free semua biaya lho,ngaglik sleman,istimewa murah banget lho rumah cantik jogja 10 menit ke kampus uii 680 juta,rumah premier dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/465186/8c16a5352d636fc1159b0b3d1c7ab1f8.jpg,https://www.rumah123.com/properti/sleman/hos18597966/
"Rumah Minimalis Modern di Jakal Km 12,5,Dekat Kampus Uii","Ngaglik, Sleman",535000000,2,1,1,80,36,0.00050253,0.010204082,0,0,6.58E-05,2.99E-05,rumah minimal modern jakal km 12 5 dekat kampus uii,ngaglik sleman,yuk survei jarang rumah baru harga 400 juta jual rumah minimal modern kondisi sedang,rumah premier dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1261780/f87857b779ae869fe6445af6b3715112.jpg,https://www.rumah123.com/properti/sleman/hos18610236/
Cukup 5 Juta Miliki Rumah Scandinavia Di Ambarketawang,"Sleman, Sleman",834000000,2,1,1,91,45,0.000803043,0.010204082,0,0,7.50E-05,3.76E-05,cukup 5 juta milik rumah scandinavia ambarketawang,sleman sleman,mau punya rumah desain scandinavian modern minimal kawasan luas barat,rumah premier dekat akses transportasi dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/736001/06960a246c543e3318ca0451c92bff4d.jpg,https://www.rumah123.com/properti/sleman/hos17256203/
Rumah Cantik Dalam Cluster Di Maguwo,"Maguwoharjo, Yogyakarta",775000000,3,2,1,108,80,0.000743745,0.020408163,0.005319149,0,8.92E-05,6.75E-05,rumah cantik cluster maguwo,maguwoharjo yogyakarta,jual rumah model cluster eksklusif lokasi maguwo sleman yogyakarta rumah model cluster ada,rumah premier dekat sekolah dekat fasilitas sehat dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/465186/5489988893a49adbe8e328f79e046166.jpg,https://www.rumah123.com/properti/sleman/hos18147819/
[ Y O G Y A -15 Mnt Malioboro! ] Rumah Lux. Siap Huni - Pondok Permai Palem Hijau.,"Godean, Sleman",1.75E+11,2,2,2,205,85,0.175850407,0.010204082,0.005319149,0.034482759,0.00017,7.18E-05,y o g y a 15 mnt malioboro rumah lux siap huni pondok permai palem hijau,godean sleman,huni asri kualitas baik pondok permai palem hijau jl godean km 7 sleman yogyakarta akses,rumah premier siap huni bebas banjir dekat akses transportasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/2109277/08095bac1358b0beda6a456bc8fac6f6.jpg,https://www.rumah123.com/properti/sleman/hos18553785/
Rumah Scandinavian Minimalis Cocok Untuk Kamu Yang Stylish,"Gamping, Sleman",810000000,3,1,1,108,70,0.000778922,0.020408163,0,0,8.92E-05,5.90E-05,rumah scandinavian minimal cocok kamu stylish,gamping sleman,kode arga mudah lokasi 3 menit calon gerbang tol jogja barat 3 menit spbu ambarketawang,rumah premier dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1049804/19e00ca0565035274391059404a8257a.jpg,https://www.rumah123.com/properti/yogyakarta/hos18502282/
Rumah Konsep Minimalis Modern Antimainstream Strategis di Gamping,"Gamping, Sleman",780000000,2,1,1,108,50,0.00074877,0.010204082,0,0,8.92E-05,4.19E-05,rumah konsep minimal modern antimainstream strategis gamping,gamping sleman,kode arga mudah lokasi 3 menit calon gerbang tol jogja barat 3 menit spbu ambarketawang,rumah premier dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/967843/94d6c07b64ce429968996db1272f1c97.jpg,https://www.rumah123.com/properti/sleman/hos18142690/
Promo Bulan November 375 Juta Saja! Rumah Cantik Mewah - Harga Murah Dalam Perumahan Fasco Village Bangunjiwo Kasihan Bantul,"Kasihan, Bantul",350000000,2,1,1,80,36,0.000316594,0.010204082,0,0,6.58E-05,2.99E-05,promo bulan november 375 juta rumah cantik mewah harga murah rumah fasco village bangunjiwo kasihan bantul,kasihan bantul,promo 400 juta ptomo 400 juta ptomo 400 juta rumah cantik mewah harga murah rumah fasco,rumah premier,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-05-11-08-09-29-f62b3610-3bcc-44ee-905b-2aa66bdea859.jpg,https://www.rumah123.com/properti/sleman/hos17077349/
"Rumah Nyaman Siap Huni di Simping, Sidomoyo, Godean Sleman","Godean, Sleman",350000000,2,1,1,101,50,0.000316594,0.010204082,0,0,8.33E-05,4.19E-05,rumah nyaman siap huni simping sidomoyo godean sleman,godean sleman,lt 101 m2 lb 50 m2 kt 2 km 1 listrik 900 watt sumber air sumur carport 1 shm akses pintu tol stasiun,rumah premier siap huni bebas banjir dekat akses transportasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-05-11-07-52-29-58dfd128-a554-4e59-9783-02fa1c0fef65.jpg,https://www.rumah123.com/properti/sleman/hos17077200/
Kost Putri 21 Kamar Di Kawasan Strategis Dekat Uii Dan Ugm,"Ngaglik, Sleman",4.49E+11,21,22,10,728,595,0.451236978,0.204081633,0.111702128,0.310344828,0.000605834,0.000507693,kost putri 21 kamar kawasan strategis dekat uii ugm,ngaglik sleman,kost putri 21 kamar kawasan strategis dekat uii ugm lokasi sardonoharjo ngaglik jakal km,rumah premier full furnished dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/2024-03-30-15-50-31-dcbe0667-766b-4cc6-b884-f32b4396419d.jpg,https://www.rumah123.com/properti/bantul/hos16805466/
Rumah Cantik Scandinavian Dengan Mezanin Kekinian Dalam Perumahan Puri Ismail Dekat Giwangan Banguntapan Bantul,"Banguntapan, Bantul",650000000,2,1,1,98,60,0.000618112,0.010204082,0,0,8.08E-05,5.04E-05,rumah cantik scandinavian mezanin kini rumah puri ismail dekat giwang banguntapan bantul,banguntapan bantul,rumah cantik scandinavian mezanin kini rumah puri ismail dekat giwang banguntapan,rumah premier,https://picture.rumah123.com/r123-images/720x420-crop/customer/2109414/4ffc4c1e1358b593a99d23b6cbc936cd.jpg,https://www.rumah123.com/properti/sleman/hos18709670/
"Rumah SHM 2 Lantai di Gondokusuman, Yogyakarta","Gondokusuman, Yogyakarta",12000000000,3,2,1,42,42,0.012025549,0.020408163,0.005319149,0,3.42E-05,3.50E-05,rumah shm 2 lantai gondokusuman yogyakarta,gondokusuman yogyakarta,jual rumah minimal lantai lokasi strategis kawasan sagan yogyakarta rumah ini,rumah premier dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1791207/827718fd1e6cb2d314c9a80b46cdd160.jpg,https://www.rumah123.com/properti/sleman/hos18708063/
Dekat Pusat Kota Jogja! Rumah Mewah 2 Lantai Lux Siap Huni Dalam Perumahan One Gate System Di Jalan Godean Km 7 Sidoarum Godean,"Godean, Sleman",1.63E+11,3,3,2,100,108,0.163789681,0.020408163,0.010638298,0.034482759,8.25E-05,9.15E-05,dekat pusat kota jogja rumah mewah 2 lantai lux siap huni rumah one gate system jalan godean km 7 sidoarum godean,godean sleman,rumah mewah 2 lantai lux siap huni rumah one gate system jalan godean km 7 sidoarum,rumah premier siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/63b1ec0580bae0290475dcdfed828085.jpg,https://www.rumah123.com/properti/bantul/hos18661486/
Dijual Rumah Dekat Kampus Stie Ykpn Harga Rendah,"Caturtunggal, Sleman",17000000000,3,3,1,130,200,0.017050851,0.020408163,0.010638298,0,0.0001075,0.000170086,jual rumah dekat kampus stie ykpn harga rendah,caturtunggal sleman,rumah dekat kampus stie ykpn catur tunggal depok sleman jogja punya luas tanah 134 m2,rumah premier dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2097247/11976e2a656908a8db35bdbcc8598990.jpg,https://www.rumah123.com/properti/yogyakarta/hos18659829/
Emerald Garden Regency Yogyakart  Rumah Bagus Lokasi Bagus,"Banguntapan, Bantul",11000000000,3,3,1,112,103,0.011020488,0.020408163,0.010638298,0,9.25E-05,8.72E-05,emerald garden regency yogyakart rumah bagus lokasi bagus,banguntapan bantul,rumah jual bantul jual cepat mau pindah jakarta emerald garden regency banguntapan wiyoro,rumah premier dekat akses transportasi,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/30e185cf139b8958d81b1472f940fde7.jpg,https://www.rumah123.com/properti/sleman/hos18658829/
Dekat Ugm Dan Uii..lingkungan Nyaman..murah Banget!!,"Ngaglik, Sleman",760000000,2,2,1,111,76,0.000728669,0.010204082,0.005319149,0,9.17E-05,6.41E-05,dekat ugm uii lingkung nyaman murah banget,ngaglik sleman,istimewa murah banget lingkung nyaman jarang hanya 760 juta nego lingkung,rumah premier dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1997127/658e8f991f1274653b2d83c091227bbe.jpg,https://www.rumah123.com/properti/sleman/hos18654136/
Rumah Siap Bangun Terbesar Dan Termurah Di Kalasan Kawasan Wisata Candi Prambanan,"Ngaglik, Sleman",480000000,2,1,1,72,36,0.000447252,0.010204082,0,0,5.92E-05,2.99E-05,rumah siap bangun besar murah kalas kawasan wisata candi prambanan,ngaglik sleman,rumah premium besar kawasan kalas sleman rumah siap bangun konsep american clasic,rumah premier dekat pusat belanja dekat fasilitas sehat dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1924636/2024-11-08-09-01-56-05ae3a2a-c4b7-4717-a447-8e917545e47d-1731031316.jpg,https://www.rumah123.com/properti/bantul/hos18599890/
Rumah Cantik Minimalis Fresh Dengan Tata Ruang Nyaman Dan Lega Di Sumberadi Mlati Sleman Dekat Pasar Cebongan,"Cebongan, Sleman",615000000,3,2,1,112,90,0.000582935,0.020408163,0.005319149,0,9.25E-05,7.61E-05,rumah cantik minimal fresh tata ruang nyaman lega sumberadi mlati sleman dekat pasar cebong,cebong sleman,rumah cantik minimal fresh tata ruang nyaman lega sumberadi mlati sleman dekat pasar,rumah premier full furnished dekat pusat belanja dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/736001/e9b54fea65a0c2b0459a7b4b7e7a0550.jpg,https://www.rumah123.com/properti/sleman/hos14541110/
Banting Harga! Rumah Baru Coklat Cantik Minimalis - Harga Murah Banget Di Tanjung Kalitirto Berbah Sleman,"Berbah, Sleman",580000000,2,2,1,103,64,0.000547758,0.010204082,0.005319149,0,8.50E-05,5.38E-05,banting harga rumah baru coklat cantik minimal harga murah banget tanjung kalitirto bah sleman,bah sleman,rumah coklat cantik minimal baru harga sahabat tanjung kalitirto bah sleman harga 580,rumah premier dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/2035688/3b66cc316ebd9a8cfbfe219232ce19e5.jpg,https://www.rumah123.com/properti/sleman/hos18370597/
Rumah Mewah 2 Lantai Dengan Sky Balcony di Maguwoharjo Dekat Upn,"Maguwoharjo, Yogyakarta",2.19E+11,3,3,2,120,150,0.220073068,0.020408163,0.010638298,0.034482759,9.92E-05,0.000127351,rumah mewah 2 lantai sky balcony maguwoharjo dekat upn,maguwoharjo yogyakarta,rumah mewah premium sky balcony attic room pertama jogja kode atm dukung dengan,rumah premier dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/2024-05-10-13-31-31-81b85a7b-f186-47a7-bc42-449f728d1219.jpg,https://www.rumah123.com/properti/sleman/hos17072361/
Rumah Mewah Klasik Modern Berkualitas Premium Dalam Mini Cluster 7 Unit Di Jalan Kaliurang Km 13 Sukoharjo Ngaglik Sleman,"Ngaglik, Sleman",1.28E+11,3,2,1,146,100,0.128612564,0.020408163,0.005319149,0,0.000120833,8.46E-05,rumah mewah klasik modern kualitas premium mini cluster 7 unit jalan kaliurang km 13 sukoharjo ngaglik sleman,ngaglik sleman,rumah mewah klasik modern kualitas premium jalan kaliurang km 13 sukoharjo ngaglik sleman,rumah premier dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/2024-03-29-01-03-04-c4eb2d8d-d4b9-45d5-a7c0-52eb384b9e04.jpg,https://www.rumah123.com/properti/sleman/hos16794767/
Rumah Baru Desaign Estetik Industrial Modern Fully Furnished Di Sukoharjo Ngaglik Sleman Dekat Ke Kampus Uii Dan Pppg Kesenian,"Ngaglik, Sleman",1.35E+11,3,3,1,88,125,0.135647988,0.020408163,0.010638298,0,7.25E-05,0.000105983,rumah baru desaign estetik industrial modern fully furnished sukoharjo ngaglik sleman dekat kampus uii pppg seni,ngaglik sleman,rumah baru desain estetik industrial modern fully furnished sukoharjo ngaglik sleman dekat,rumah premier full furnished dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2023-12-01-08-52-53-6333af45-b879-4753-81a4-e6aadf0cace3.jpg,https://www.rumah123.com/properti/yogyakarta/hos15646569/
Rumah Mewah Modern 2 Lantai Kontemporer Istimewa Dengan Harga Murah Di Dekat Jogjabay Maguwoharjo,"Ngemplak, Sleman",1.45E+11,4,4,2,116,170,0.145698592,0.030612245,0.015957447,0.034482759,9.58E-05,0.000144445,rumah mewah modern 2 lantai kontemporer istimewa harga murah dekat jogjabay maguwoharjo,ngemplak sleman,rumah mewah modern 2 lantai kontemporer istimewa harga murah dekat jogjabay maguwoharjo,rumah premier dekat sekolah dekat fasilitas sehat dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/8019ebd8ef5f57838a7e4619ac75c5e1.jpg,https://www.rumah123.com/properti/sleman/hos18706449/
"Rumah Cantik Luas, Posisi Hook Dekat Pamela 7 Di Purwomartani","Purwomartani, Yogyakarta",11000000000,4,3,1,104,150,0.011020488,0.030612245,0.010638298,0,8.58E-05,0.000127351,rumah cantik luas posisi hook dekat pamela 7 purwomartani,purwomartani yogyakarta,rumah cantik luas posisi hook dekat pamela 7 purwomartani lokasi purwomartani kalas sleman,rumah premier siap huni dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/536685da3799c0581f34485961c53915.jpg,https://www.rumah123.com/properti/sleman/hos18706419/
"Rumah Baru SHM Siap Huni, 8 Menit Ke Pemda Sleman Di Mlati Sleman","Mlati, Sleman",769000000,3,2,2,130,60,0.000737714,0.020408163,0.005319149,0.034482759,0.0001075,5.04E-05,rumah baru shm siap huni 8 menit pemda sleman mlati sleman,mlati sleman,griya mlati lokasi mlati kab sleman yogyakarta rumah cantik siap huni desain kini hanya,rumah premier siap huni dekat pusat belanja dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/2aeec3776fb9f5bbd64320faf305a0af.jpg,https://www.rumah123.com/properti/sleman/hos18706349/
Rumah Cantik Estetik Limasan Di Jalan Sidomoyo Km 1 Godean Sleman,"Sleman, Yogyakarta",785000000,3,2,2,110,75,0.000753795,0.020408163,0.005319149,0.034482759,9.08E-05,6.32E-05,rumah cantik estetik limas jalan sidomoyo km 1 godean sleman,sleman yogyakarta,rumah cantik estetik limas modern 2 unit couple jalan sidomoyo km 1 godean sleman timur sdit,rumah premier siap huni dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2026276/de4cee931d69d70a2a961062f5d2e795.jpg,https://www.rumah123.com/properti/yogyakarta/hos18705424/
Murah Poll! Rumah Biru 2 Lantai Dalam Perumahan Di Jalan Magelang Km 16 Margorejo Tempel Sleman,"Tempel, Sleman",525000000,3,2,1,111,140,0.00049248,0.020408163,0.005319149,0,9.17E-05,0.000118804,murah poll rumah biru 2 lantai rumah jalan magelang km 16 margorejo tempel sleman,tempel sleman,murah poll murah poll murah poll rumah biru 2 lantai rumah jalan magelang km 16 margorejo,rumah premier dekat pusat belanja dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2026283/9939b956e0d0706b7405544b33074d11.jpg,https://www.rumah123.com/properti/sleman/hos18697813/
Rumah 3 Lantai Mewah Baru Full Furnished Ada Kolam Renang Di Palagan Yogyakarta #9611,"Sleman, Yogyakarta",8000000000,4,4,4,280,600,0.008005307,0.030612245,0.015957447,0.103448276,0.0002325,0.000511966,rumah 3 lantai mewah baru full furnished kolam renang palagan yogyakarta 9611,sleman yogyakarta,jual rumah mewah baru 3 lantai jl palagan yogyakarta dg kolam renang rumah full furnished 7 5,rumah premier full furnished dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/831061/eb6605d024c46e1fd2dc39ad7dcc1d50.jpg,https://www.rumah123.com/properti/yogyakarta/hos18652431/
Villa Murah Tanah Luas Lokasi Primadona Di Pakem Sleman,"Pakem, Sleman",1.49E+11,2,2,3,683,500,0.149718834,0.010204082,0.005319149,0.068965517,0.000568334,0.000426496,villa murah tanah luas lokasi primadona pakem sleman,pakem sleman,villa murah tanah luas lokasi primadona pakem sleman lokasi candibinangun pakem harga 1 5m nego,rumah premier full furnished dekat sekolah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/d2e0fb2e5dbc8274a848b9026de2f217.jpg,https://www.rumah123.com/properti/sleman/hos18652316/
"Rumah Mewah Baru Siap Huni, Hanya 2 Menit Dari Candi Sambisari","Purwomartani, Yogyakarta",1.52E+11,3,3,1,86,120,0.152734016,0.020408163,0.010638298,0,7.08E-05,0.000101709,rumah mewah baru siap huni 2 menit candi sambisari,purwomartani yogyakarta,rumah mewah baru siap huni 2 menit candi sambisari lokasi purwomartani kalas sleman,rumah premier siap huni dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1083397/706214c82614605e8b6bbf9c4be2da1a.jpg,https://www.rumah123.com/properti/yogyakarta/hos18633393/
"Dijual Rumah 2 Lantai Dekat Pakuwon Mall Ngaglik, Sleman","Sleman, Yogyakarta",1.95E+11,4,4,1,166,300,0.195951616,0.030612245,0.015957447,0,0.0001375,0.000255556,jual rumah 2 lantai dekat pakuwon mall ngaglik sleman,sleman yogyakarta,rumah 2 lantai dekat pakuwon mall minomartani ngaglik sleman jogja punya luas tanah 166,rumah premier dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1791207/6f028fd2f8502367cc0f3bce018bcafc.jpg,https://www.rumah123.com/properti/sleman/hos18648328/
"Dijual Rumah Luas Dan Mewah Di Perumahan Elite Ngaglik, Sleman","Sleman, Sleman",18000000000,5,5,2,800,600,0.018055912,0.040816327,0.021276596,0.034482759,0.000665834,0.000511966,jual rumah luas mewah rumah elite ngaglik sleman,sleman sleman,rumah luas mewah rumah elite sariharjo ngaglik sleman jogja punya luas tanah,rumah premier dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2026276/9009c459e303acca40f38a77cf153918.jpg,https://www.rumah123.com/properti/yogyakarta/hos18648109/
"Hadir Hunian Konsep Minimalis Modern Yang Fresh, Selangkah Ke Uii","Pakem, Sleman",768000000,2,2,1,96,60,0.000736709,0.010204082,0.005319149,0,7.92E-05,5.04E-05,hadir huni konsep minimal modern fresh selang uii,pakem sleman,kode ark 2 adyatama residence kaliurang 2 700 juta dapat rumah belah kampus uii telah,rumah premier dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1997127/62f5d51c2de1baa0afec05aeb492cc65.jpg,https://www.rumah123.com/properti/yogyakarta/hos18645327/
Rumah Mewah Full Furnish 7 Menit Dari Jalan Kaliurang,"Ngaglik, Sleman",1.37E+11,3,2,2,121,100,0.137658109,0.020408163,0.005319149,0.034482759,0.0001,8.46E-05,rumah mewah full furnish 7 menit jalan kaliurang,ngaglik sleman,rumah mewah full furnish 7 menit jalan kaliurang cozy iron lokasi ngaglik sleman yogyakarta,rumah premier full furnished dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1997127/fad008901980ca7103384e770e98d039.jpg,https://www.rumah123.com/properti/sleman/hos18645275/
"Joglo Mewah Harga Murah, 600 Jutaan, Shm. di Sleman Yogyakarta","Maguwoharjo, Yogyakarta",680000000,2,1,1,107,60,0.000648264,0.010204082,0,0,8.83E-05,5.04E-05,joglo mewah harga murah 600 juta shm sleman yogyakarta,maguwoharjo yogyakarta,joglo mewah harga murah 600 juta shm sleman yogyakarta skema bayar cash keras cash,rumah premier dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/728f11d29d477dfd89d7bbea97ba7c24.jpg,https://www.rumah123.com/properti/sleman/hos18592431/
"Khusus Sale 11.11 Rumah Premium Joglo Shm, 360 Juta di Sleman Timur","Maguwoharjo, Yogyakarta",360000000,2,1,1,70,45,0.000326645,0.010204082,0,0,5.75E-05,3.76E-05,khusus sale 11 11 rumah premium joglo shm 360 juta sleman timur,maguwoharjo yogyakarta,khusus sale 11 11 rumah premium joglo shm 360 juta sleman timur skema bayar cash keras,rumah premier dekat akses transportasi dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075567/d42636c7b0eae3c992796ecff87116ee.jpg,https://www.rumah123.com/properti/sleman/hos18593170/
"Cantik Modern, Tipe Industrial 200 An Juta, SHM Bisa Cash Maupun Kpr","Maguwoharjo, Yogyakarta",275000000,2,1,1,70,36,0.000241215,0.010204082,0,0,5.75E-05,2.99E-05,cantik modern tipe industrial 200 an juta shm cash maupun kpr,maguwoharjo yogyakarta,cantik modern tipe industrial 200 an juta shm cash maupun kpr one gate system security 24,rumah premier dekat akses transportasi dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/65a55d7f80fda9d9da4fc8c0566b703f.jpg,https://www.rumah123.com/properti/yogyakarta/hos18592463/
"Dijual Rumah Cantik Model Etnik Cuma 275 Juta, Dekat Sleman Yogya.","Sleman, Yogyakarta",275000000,2,1,1,70,36,0.000241215,0.010204082,0,0,5.75E-05,2.99E-05,jual rumah cantik model etnik cuma 275 juta dekat sleman yogya,sleman yogyakarta,jual rumah cantik model etnik cuma 275 juta dekat sleman yogya one gate system security 24 jam,rumah premier dekat akses transportasi dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2048397/65f13294fc1f8da9ca1074e9a8deb56d.jpg,https://www.rumah123.com/properti/yogyakarta/hos18591788/
